MeetID,MeetPath,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName
5347,spf/1625,SPF,10/22/16,USA,MO,Springfield,3rd Annual Beards and Bows
5348,spf/1626,SPF,10/29/16,USA,TN,Spring Hill,Freakfest
5349,spf/1627,SPF,10/29/16,USA,VA,Norfolk,Brute's SPF Halloween Howl
5350,spf/1628,SPF,11/5/16,USA,CA,Dublin,2016 Reebok Record Breakers
5351,spf/1629,SPF,12/3/16,USA,TN,Cleveland,Gritmas Classic 2016
5352,spf/1630,SPF,12/3/16,USA,AR,Fort Smith,1st Annual Bordertown Bash
5353,spf/1631,SPF,12/10/16,USA,KY,Franklin,Christmas in Kentucky Classic
5354,spf/1632,SPF,12/17/16,USA,FL,Daytona Beach,Powerlifting in Daytona
5355,spf/1633,SPF,12/10/16,USA,NY,Ronkonkoma,New York State Jingle Bell Rock
5356,spf/1634,SPF,12/10/16,USA,NM,Albuquerque,Iron Wars 3
5357,spf/1635,SPF,12/17/16,USA,,,20th Annual Monster Mania
5358,spf/1636,SPF,12/17/16,USA,,,Winter Open
5359,spf/1637,SPF,12/17/16,USA,MA,Northampton,Ironhorse Invitational
5360,spf/1638,SPF,4/23/16,USA,PA,Allentown,Dawgs of War Powerlifting Championships
5361,spf/1639,SPF,11/5/16,USA,TN,Gatlinburg,Record Breakers
5362,spf/1701,SPF,1/28/17,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5363,spf/1702,SPF,1/28/17,USA,AR,Russellville,Proving Ground Classic
5364,spf/1703,SPF,2/4/17,USA,TN,Powell,Underbar Gym Barbell Classic
5365,spf/1704,SPF,2/4/17,USA,MO,Kennett,Ultimate Fitness Full Power and Benchpress Challenge
5366,spf/1705,SPF,2/11/17,USA,VA,Norfolk,Heart of a Lion 2017
5367,spf/1706,SPF,2/18/17,USA,KY,Georgetown,Ultimate Powerlifting and Bench Press Championship
5368,spf/1707,SPF,3/11/17,USA,,,Ironman Classic
5369,spf/1708,SPF,3/11/17,USA,,,March Madness Meet
5370,spf/1709,SPF,3/11/17,USA,TX,Corpus Christi,5th Annual Bar Benders on the Bay
5371,spf/1710,SPF,3/18/17,USA,AL,,North Alabama Classic
5372,spf/1711,SPF,3/19/17,USA,RI,Smithfield,2017 New England Multi Ply Open
5373,spf/1712,SPF,3/25/17,USA,TN,Spring Hill,Spring Hill Classic
5374,spf/1713,SPF,3/25/17,USA,AR,Little Rock,Little Rock Classic
5375,spf/1714,SPF,4/8/17,USA,TN,Cleveland,Grit House Classic 2017
5376,spf/1715,SPF,4/1/17,USA,SC,Myrtle Beach,Myrtle Beach Classic
5377,spf/1716,SPF,4/22/17,USA,OH,Cincinatti,Womens Pro/Am
5378,spf/1717,SPF,4/29/17,USA,FL,Daytona Beach,Daytona Beach Classic 2017
5379,spf/1718,SPF,4/29/17,USA,AR,,2nd Annual Bordertown Bash
5380,spf/1719,SPF,5/27/17,USA,AL,Sumiton,Mayfest
5381,spf/1720,SPF,5/21/17,USA,RI,Smithfield,New England Raw Showdown
5382,spf/1721,SPF,6/3/17,USA,TN,Gatlinburg,SPF Nationals 2017
5383,spf/1722,SPF,6/10/17,USA,AR,,Powerlifting in Hell
5384,spf/1723,SPF,6/11/17,USA,CA,Dublin,Summer Slam
5385,spf/1724,SPF,6/17/17,USA,KY,,Kentucky Lift Inc.
5386,spf/1725,SPF,6/24/17,USA,OK,,True Strength Classic
5387,spf/1726,SPF,6/3/17,USA,NC,,North Carolina State Powerlifting Championship
5388,spf/1727,SPF,6/24/17,USA,AL,Prattville,Prattville Powerlifting and Bench Press Classic
5389,spf/1728,SPF,7/15/17,USA,TN,Spring Hill,Spring Hill Summer Bash
5390,spf/1729,SPF,6/24/17,USA,VA,Norfolk,Summer Solstice
5391,spf/1730,SPF,7/8/17,USA,TX,,Battle on the Bay
5392,spf/1731,SPF,7/23/17,USA,RI,Smithfield,Summer Slam Push/Pull III
5393,spf/1732,SPF,8/5/17,USA,OH,Blue Ash,Best of the Best Pro/Am
5394,spf/1733,SPF,8/12/17,USA,NY,Bohemia,Summer Heat Championships
5395,spf/1734,SPF,8/26/17,USA,KY,,Kentucky State Powerlifting and Bench Press Championship
5396,spf/1735,SPF,9/2/17,USA,GA,Gray,Flex Classic
5397,spf/1736,SPF,8/26/17,USA,MO,,Missouri Iron Expo
5398,spf/1737,SPF,9/9/17,USA,,,Honoring the Fallen 2
5399,spf/1738,SPF,9/23/17,USA,LA,,Louisiana State Championships
5400,spf/1739,SPF,9/23/17,USA,AL,Huntsville,Rocket City Liftoff
5401,spf/1740,SPF,9/16/17,USA,AR,Jonesboro,Arkansas Muscle Fall Championship
5402,spf/1741,SPF,10/7/17,USA,AL,Prattville,Southeastern Powerlifting and Bench Press Championship
5403,spf/1742,SPF,10/21/17,USA,FL,Daytona Beach,Irontoberfest
5404,spf/1743,SPF,10/28/17,USA,TN,White House,Hollowed Bench Press or Deadlift Championship
5405,spf/1744,SPF,11/4/17,USA,,,Record Breakers 2017
5406,spf/1745,SPF,11/4/17,USA,,,Iron Maiden
5407,spf/1746,SPF,10/14/17,USA,AL,,Bama Bash 2017
5408,spf/1747,SPF,10/14/17,USA,MO,Springfield,4th Annual Beards and Bows
5409,spf/1748,SPF,10/28/17,USA,VA,,Brute Strength Gym's Halloween Howl
5410,spf/1749,SPF,10/21/17,USA,IL,Harrisburg,Monsters Bash Meet
5411,spf/1750,SPF,11/11/17,USA,AR,Fayetteville,Blood Sweat Iron Veterans Battle At The Ozarks
5412,spf/1751,SPF,11/5/17,USA,NH,,New Hampshire State Championships
5413,spf/1752,SPF,11/11/17,USA,CA,Dublin,Reebok Record Breakers
5414,spf/1753,SPF,11/18/17,USA,TN,Spring Hill,Spring Hill Winter Classic
5415,spf/1754,SPF,12/9/17,USA,TN,Cleveland,Gritmas Classic
5416,spf/1755,SPF,10/7/17,USA,AR,,Arkansas State Championships
5417,spf/1756,SPF,12/2/17,USA,KY,,Kentucky Christmas Bash
5418,spf/1757,SPF,11/18/17,USA,OH,Blue Ash,North of the Border
5419,spf/1758,SPF,12/2/17,USA,GA,Loganville,Monster Mania Push/Pull
5420,spf/1759,SPF,12/16/17,USA,,,Stella's End of the Year Christmas Event
5421,spf/1760,SPF,12/9/17,USA,NC,,North Carolina State Winter Challenge
5422,spf/1761,SPF,1/27/18,USA,AR,Russellville,Proving Ground Classic
5423,spf-archive/0006,SPF,7/28/07,USA,GA,LaFayette,Georgia State Push/Pull Championship
5424,spf-archive/0007,SPF,9/8/07,USA,,,Southeastern Raw/Open Bench Press Championship
5425,spf-archive/0008,SPF,10/6/07,USA,TN,Gatlinburg,2007 World Powerlifting Championship
5426,spf-archive/0010,SPF,12/1/07,USA,TN,Chattanooga,Record Breakers
5427,spf-archive/0011,SPF,3/1/08,USA,KY,Mt. Washington,Kentucky State Powerlifting Championship
5428,spf-archive/0013,SPF,6/16/07,USA,TN,Gatlinburg,National Powerlifting Championship
5429,spf-archive/0014,SPF,7/14/07,USA,KY,,Kentuckiana Championships
5430,spf-archive/0015,SPF,5/19/07,USA,,,Big Erv Invitational
5431,spf-archive/0016,SPF,4/28/07,USA,TN,Chattanooga,Chattanooga Classic
5432,spf-archive/0017,SPF,3/10/07,USA,AL,,Alabama State Push/Pull and Bench Press Championship
5433,spf-archive/0018,SPF,3/3/07,USA,TN,,Tennessee State Powerlifting Championship
5434,spf-archive/0019,SPF,2/24/07,USA,,,Power on the Mountain
5435,spf-archive/0020,SPF,2/10/07,USA,,,Iron Chain Push/Pull Championship
5436,spf-archive/0025,SPF,11/10/07,USA,AL,Hartford,Irontoberfest
5437,spf-archive/0027,SPF,1/26/08,USA,AL,Hartford,Teenage Powerlifting Championship
5438,spf-archive/0028,SPF,11/3/07,USA,TN,,Strongest in the South
5439,spf-archive/0029,SPF,2/23/08,USA,TN,Chattanooga,Tennessee State Powerlifting Championship
5440,spf-archive/0030,SPF,6/7/08,USA,TN,,National Powerlifting and Bench Press Championship
5441,spf-archive/0031,SPF,10/4/08,USA,,,SPF/WBPLA World Championship
5442,spf-archive/0032,SPF,2/16/08,USA,TN,Woodbury,Iron Chain Classic
5443,spf-archive/0033,SPF,2/2/08,USA,AL,Gulf Shores,Alabama State Powerlifting Championship
5444,spf-archive/0034,SPF,4/26/08,USA,FL,,Florida State Powerlifting Championship
5445,spf-archive/0038,SPF,11/29/08,USA,TN,,Record Breakers
5446,spf-archive/0039,SPF,3/15/08,USA,AL,Birmingham,Southeastern Regionals
5447,spf-archive/0040,SPF,5/10/08,USA,TN,,Big Erv Invitational
5448,spf-archive/0041,SPF,7/19/08,USA,AL,Tuscaloosa,Temple Gym Classic
5449,spf-archive/0042,SPF,10/18/08,USA,GA,,North Georgia Push/Pull Classic
5450,spf-archive/0043,SPF,10/25/08,USA,KY,,Kentuckiana
5451,spf-archive/0045,SPF,8/16/08,USA,AR,Russellville,Arkansas State Championship
5452,spf-archive/0046,SPF,8/2/08,USA,,,Emerald Coast Push/Pull Championship
5453,spf-archive/0047,SPF,9/13/08,USA,TN,,East Tennessee Sports Expo
5454,spf-archive/0048,SPF,12/13/08,USA,AR,,Strongest in the South
5455,spf-archive/0049,SPF,11/8/08,USA,AL,,Irontoberfest
5456,spf-archive/0050,SPF,2/28/09,USA,VA,Salem,Virginia State Push/Pull Championship
5457,spf-archive/0051,SPF,11/1/08,USA,MS,Pascagoula,Mississippi State Powerlifting Championship
5458,spf-archive/0052,SPF,2/21/09,USA,TN,Knoxsville,Tennessee State Powerlifting Championship
5459,spf-archive/0053,SPF,12/6/08,USA,TN,Murfreesboro,Cell Block Classic
5460,spf-archive/0054,SPF,12/6/08,USA,OH,,Ohio Raw Wars
5461,spf-archive/0055,SPF,5/23/09,USA,TN,Nashville,SPF Nationals
5462,spf-archive/0056,SPF,10/3/09,USA,,,SPF/WBPLA World Powerlifting and Bench Press Championship
5463,spf-archive/0057,SPF,3/21/09,USA,GA,Trion,Georgia State Push/Pull Championship
5464,spf-archive/0059,SPF,8/29/09,USA,,,Temple Gym Push/Pull Classic
5465,spf-archive/0060,SPF,12/6/08,USA,,,Body by George Classic
5466,spf-archive/0061,SPF,3/14/09,USA,AR,Russellville,Arkansas State Powerlifting Championship
5467,spf-archive/0063,SPF,11/21/09,USA,AR,Russellville,Arkansas Christmas Classic
5468,spf-archive/0065,SPF,4/4/09,USA,KY,,Kentucky State Powerlifting and Bench Press Championship
5469,spf-archive/0066,SPF,5/16/09,USA,LA,St Francisville,Tri States Powerlifting Championship
5470,spf-archive/0067,SPF,3/7/09,USA,AL,Albertville,Alabama State Championship
5471,spf-archive/0069,SPF,1/17/09,USA,TN,Cookeville,Cookeville Classic
5472,spf-archive/0070,SPF,10/17/09,USA,TN,Knoxville,East Tennessee Sports Expo
5473,spf-archive/0072,SPF,11/14/09,USA,TN,Gatlinburg,Record Breakers
5474,spf-archive/0074,SPF,3/28/09,USA,TN,Nashville,Ironman Classic
5475,spf-archive/0076,SPF,12/5/09,USA,TN,Nashville,Cell Block Classic
5476,spf-archive/0077,SPF,2/28/09,USA,TN,Manchester,Big Erv Invitational
5477,spf-archive/0078,SPF,6/20/09,USA,TN,Cookeville,Middle Tennessee Powerlifting Championship
5478,spf-archive/0080,SPF,9/5/09,USA,VA,Salem,The Battle in the Valley
5479,spf-archive/0081,SPF,7/25/09,USA,AR,Russellville,Southeast Regionals
5480,spf-archive/0083,SPF,8/21/09,USA,,,2009 PRO-AM
5481,spf-archive/0084,SPF,7/11/09,USA,TN,Chattanooga,Women's Benefit Invitational
5482,spf-archive/0085,SPF,10/24/09,USA,KY,Mt. Washington,Kentuckiana Powerlifting and Bench Press Championship
5483,spf-archive/0086,SPF,7/18/09,USA,TN,Bolivar,West Tennessee Push/Pull Championship
5484,spf-archive/0087,SPF,8/8/09,USA,MS,Hattiesburg,Mississippi State Championships
5485,spf-archive/0089,SPF,6/5/10,USA,,,National Powerlifting and Bench Press Championship
5486,spf-archive/0090,SPF,10/2/10,USA,,,SPF/WBPLA World Championship
5487,spf-archive/0091,SPF,8/20/10,USA,,,2010 Powerstation Pro/Am
5488,spf-archive/0092,SPF,9/19/09,USA,CA,Sacramento,POWER 'Stimulus Package' Raw Meet
5489,spf-archive/0094,SPF,2/6/10,USA,AR,Rogers,Arkansas State Championship
5490,spf-archive/0095,SPF,2/13/10,USA,TN,Nashville,Tennessee State Championship
5491,spf-archive/0096,SPF,3/6/10,USA,TN,East Ridge,Ironman Classic
5492,spf-archive/0098,SPF,12/12/09,USA,GA,,Body by George Mini Meet
5493,spf-archive/0099,SPF,2/20/10,USA,VA,,Brute Strength Classic
5494,spf-archive/0101,SPF,3/20/10,USA,TX,,Longhorn Classic
5495,spf-archive/0102,SPF,4/3/10,USA,AL,,Southern Alabama Push/Pull Championship
5496,spf-archive/0103,SPF,5/1/10,USA,AR,,Southeast Regionals
5497,spf-archive/0104,SPF,7/31/10,USA,AR,,Strongest in the South
5498,spf-archive/0107,SPF,11/20/10,USA,AR,,Arkansas Christmas Classic
5499,spf-archive/0108,SPF,11/13/10,USA,,,Record Breakers
5500,spf-archive/0110,SPF,1/23/10,USA,AL,Guntersville,Alabama State Championship
5501,spf-archive/0111,SPF,7/10/10,USA,AR,,Battle of the States
5502,spf-archive/0113,SPF,12/20/09,USA,,,Merry Freaken Christmas
5503,spf-archive/0114,SPF,3/27/10,USA,,,Guerrilla Squad Barbell Classic
5504,spf-archive/0115,SPF,4/24/10,USA,,,Iron House Classic
5505,spf-archive/0116,SPF,3/14/10,USA,,,March Madness
5506,spf-archive/0118,SPF,4/10/10,USA,NC,Ashville,The Carolina Classic Powerlifting Championship
5507,spf-archive/0119,SPF,5/8/10,USA,SC,Chesney,Summerfest Push/Pull and Bench Press Championship
5508,spf-archive/0120,SPF,4/17/10,USA,,,Southern Bench Press and Deadlift Championship
5509,spf-archive/0121,SPF,7/17/10,USA,AL,,Southern Regional
5510,spf-archive/0123,SPF,5/23/10,USA,CA,Sacramento,Super Training Powerlifting and Bench Press
5511,spf-archive/0124,SPF,4/17/10,USA,,,Big Erv Classic
5512,spf-archive/0126,SPF,7/3/10,USA,OH,Cincinnati,Sweatt Shop Bench Classic
5513,spf-archive/0127,SPF,10/23/10,USA,AL,,Southern Alabama Powerlifting Championship
5514,spf-archive/0128,SPF,5/22/10,USA,,,River City Push/Pull Championship
5515,spf-archive/0132,SPF,10/23/10,USA,VA,,Brute Strength Gym Virginia Open
5516,spf-archive/0133,SPF,8/7/10,USA,GA,,Georgia State Championship
5517,spf-archive/0134,SPF,11/6/10,USA,TX,Dallas,Fall Madness
5518,spf-archive/0135,SPF,3/5/11,USA,,,Ironman Classic
5519,spf-archive/0136,SPF,7/25/10,USA,CA,,Bay Area 3-in-1
5520,spf-archive/0137,SPF,2/26/11,USA,,,Ozark Mountain Classic
5521,spf-archive/0138,SPF,2/12/11,USA,AL,,Alabama State Championship
5522,spf-archive/0139,SPF,7/9/11,USA,,,Sweatt Shop Classic
5523,spf-archive/0142,SPF,10/3/10,USA,,,Bash for the Cash
5524,spf-archive/0143,SPF,12/5/10,USA,,,Luke Edwards Benefit Bash
5525,spf-archive/0145,SPF,11/7/10,USA,CA,Sacramento,Women's Pro Open
5526,spf-archive/0146,SPF,11/6/10,USA,CA,Sacramento,Fall Men's Open
5527,spf-archive/0147,SPF,5/14/11,USA,KY,Richmond,Guerrilla Squad Barbell Classic
5528,spf-archive/0148,SPF,3/26/11,USA,AR,,Arkansas State Championship
5529,spf-archive/0149,SPF,12/11/10,USA,GA,,Body by George Mini Meet
5530,spf-archive/0150,SPF,11/20/10,USA,,,Big Iron Open
5531,spf-archive/0151,SPF,1/29/11,USA,TN,,Tennessee State Championship
5532,spf-archive/0152,SPF,6/17/11,USA,,,SPF Nationals
5533,spf-archive/0153,SPF,5/7/11,USA,AL,,Mayfest Powerlifting Championship
5534,spf-archive/0155,SPF,3/12/11,USA,VA,,Brute Strength Gym Shamrock Powerlifting and Bench Press Meet
5535,spf-archive/0156,SPF,4/9/11,USA,,,SPF QUEST FOR ULTIMATE GLORY
5536,spf-archive/0157,SPF,4/16/11,USA,NC,,Carolina Classic Powerlifting Championship
5537,spf-archive/0158,SPF,4/2/11,USA,GA,,Georgia State Championship
5538,spf-archive/0159,SPF,11/12/11,USA,,,Record Breakers
5539,spf-archive/0160,SPF,9/17/11,USA,,,SPF/WBPLA North American Powerlifting Championship
5540,spf-archive/0161,SPF,1/9/11,USA,CA,,Bay Area 4-in-1 Meet
5541,spf-archive/0162,SPF,2/19/11,USA,TX,,Longhorn Classic
5542,spf-archive/0163,SPF,4/9/11,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5543,spf-archive/0164,SPF,11/5/11,USA,SC,,South Carolina State Championship
5544,spf-archive/0165,SPF,4/30/11,USA,OH,,Ohio State Powerlifting and Bench Press Championship
5545,spf-archive/0167,SPF,11/6/11,USA,CA,,Women's Pro/Am
5546,spf-archive/0169,SPF,3/26/11,USA,SC,,Heavy Metal Thunder
5547,spf-archive/0171,SPF,4/16/11,USA,,,Southern Open Bash on the Beach
5548,spf-archive/0172,SPF,8/20/11,USA,OH,Cincinnati,2011 PowerStation Pro/Am
5549,spf-archive/0173,SPF,3/20/11,USA,,,2011 SPF March Madness
5550,spf-archive/0174,SPF,12/10/11,USA,,,Outlaw Powerlifting
5551,spf-archive/0175,SPF,2/5/11,USA,TN,Woodbury,Ironchain Classic
5552,spf-archive/0176,SPF,5/7/11,USA,TX,McKinney,Anderson Powerlifting Texas Shoot-Out
5553,spf-archive/0177,SPF,9/10/11,USA,AL,,Southern Regionals
5554,spf-archive/0178,SPF,5/15/11,USA,CA,Sacramento,2011 SPF California State Championships
5555,spf-archive/0180,SPF,2/18/12,USA,TN,,Ironchain Push/Pull Classic
5556,spf-archive/0182,SPF,10/8/11,USA,MT,,Montana State Championship
5557,spf-archive/0183,SPF,7/23/11,USA,LA,,Louisiana State Championship
5558,spf-archive/0184,SPF,5/28/11,USA,SC,,Raw VS Gear War
5559,spf-archive/0185,SPF,10/22/11,USA,VA,,Brute's Halloween Howl
5560,spf-archive/0186,SPF,7/30/11,USA,AR,,Northwest Arkansas Powerlifting Championship
5561,spf-archive/0187,SPF,10/29/11,USA,AL,,Irontoberfest
5562,spf-archive/0188,SPF,7/16/11,USA,FL,,North Florida Bench Press Shootout
5563,spf-archive/0189,SPF,10/2/11,USA,CA,,So Cal Open Powerlifting Meet
5564,spf-archive/0190,SPF,1/28/12,USA,TN,,Tennessee State Powerlifting and Bench Press Championship
5565,spf-archive/0191,SPF,12/4/11,USA,,,North of the Border
5566,spf-archive/0193,SPF,5/19/12,USA,TN,,Cell Block Classic
5567,spf-archive/0194,SPF,4/21/12,USA,KY,,Guerrilla Squad Barbell Classic
5568,spf-archive/0195,SPF,7/24/11,USA,CA,Pleasanton,4-in-1 Powerlifting Championship
5569,spf-archive/0196,SPF,10/15/11,USA,WA,,Washington State Northwest Iron Wars
5570,spf-archive/0197,SPF,4/28/12,USA,AR,,South Central Regional Powerlifting Meet
5571,spf-archive/0204,SPF,10/15/11,USA,MS,,Mississippi State Powerlifting Championship
5572,spf-archive/0205,SPF,1/21/12,USA,AR,,Proving Ground Classic
5573,spf-archive/0207,SPF,2/4/12,USA,,,Bench Press Nationals
5574,spf-archive/0208,SPF,7/7/12,USA,,,Sweatt Shop Bench Press Classic
5575,spf-archive/0209,SPF,11/5/11,USA,,,2011 SPF Men's Fall Open 4-in-1
5576,spf-archive/0210,SPF,2/25/12,USA,AL,,Alabama State Championship
5577,spf-archive/0212,SPF,12/17/11,USA,GA,,Body by George Mini Meet
5578,spf-archive/0213,SPF,6/16/12,USA,,,SPF Nationals
5579,spf-archive/0214,SPF,3/24/12,USA,MO,,Fit Physique Classic
5580,spf-archive/0216,SPF,2/19/12,USA,VA,Hampton,Brute Strength Sports Expo
5581,spf-archive/0217,SPF,4/14/12,USA,VA,,Brute Strength Gym's Spring Powerlifting Meet
5582,spf-archive/0218,SPF,6/23/12,USA,,,Ozark Mt. Classic
5583,spf-archive/0219,SPF,10/6/12,USA,MT,,Montana State Championship
5584,spf-archive/0220,SPF,12/11/11,USA,,,Santa Claus Classic
5585,spf-archive/0222,SPF,4/14/12,USA,CA,Sacramento,Women's Pro/Am
5586,spf-archive/0223,SPF,4/7/12,USA,TX,,Longhorn Classic
5587,spf-archive/0224,SPF,5/5/12,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5588,spf-archive/0225,SPF,4/28/12,USA,FL,St George Island,Bash on the Beach
5589,spf-archive/0227,SPF,5/27/12,USA,CA,,2012 SPF California State Championships
5590,spf-archive/0228,SPF,11/3/12,USA,,,Men's Fall Open 4-in-1
5591,spf-archive/0229,SPF,11/4/12,USA,OH,Cincinnati,2012 SPF Women's Pro-Am
5592,spf-archive/0230,SPF,4/14/12,USA,FL,,1st Annual East Coast Powerlifting Championship
5593,spf-archive/0231,SPF,3/17/12,USA,NC,,North Carolina State Powerlifting Championship
5594,spf-archive/0232,SPF,2/26/12,USA,CA,Sacramento,2012 SPF Super Training Open
5595,spf-archive/0233,SPF,4/1/12,USA,,,No Foolin' Powerlifting Open
5596,spf-archive/0237,SPF,7/28/12,USA,GA,,Georgia State Powerlifting and Bench Press Championship
5597,spf-archive/0238,SPF,8/25/12,USA,,,Powerstation Pro/Am
5598,spf-archive/0241,SPF,3/10/12,USA,,,Ironman Classic Pro/Am
5599,spf-archive/0242,SPF,5/5/12,USA,,,Steel World Bench Press or Deadlift
5600,spf-archive/0245,SPF,11/10/12,USA,,,Record Breakers
5601,spf-archive/0248,SPF,5/12/12,USA,OH,,Ohio State Powerlifting Champonship
5602,spf-archive/0249,SPF,12/1/12,USA,,,North of the Border 2
5603,spf-archive/0253,SPF,8/4/12,USA,NC,,SPF North Carolina Raw Pro-Am
5604,spf-archive/0258,SPF,1/26/13,USA,SC,Myrtle Beach,Myrtle Beach Raw Powerlifting and Bench Press Pro/Am
5605,spf-archive/0259,SPF,2/11/12,USA,NE,,Rick Hussey Memorial Meet
5606,spf-archive/0260,SPF,3/24/12,USA,AL,,Lifting for a Miracle
5607,spf-archive/0261,SPF,3/2/13,USA,OH,Cincinnati,SPF Ironman Classic Pro-Am
5608,spf-archive/0262,SPF,10/20/12,USA,AR,,Arkansas State Powerlifting and Bench Press Championship
5609,spf-archive/0267,SPF,6/30/12,USA,,,Saturday Night Live Powerlifting Meet
5610,spf-archive/0268,SPF,10/13/12,USA,MS,Hattiesburg,Mississippi State Powerlifting Championships
5611,spf-archive/0269,SPF,10/27/12,USA,VA,,Brute's Halloween Howl
5612,spf-archive/0271,SPF,12/8/12,USA,NC,,Military Challenge
5613,spf-archive/0272,SPF,12/8/12,USA,GA,,Body by George Mini Meet
5614,spf-archive/0273,SPF,3/16/13,USA,,,Midwest Raw Pro/Am
5615,spf-archive/0274,SPF,2/16/13,USA,IL,,Illinois State Powerlifting and Bench Press Championship
5616,spf-archive/0276,SPF,10/20/12,USA,,,Bar Benders on the Bay
5617,spf-archive/0280,SPF,2/2/13,USA,TN,,Tennessee State Powerlifting and Bench Press Championship
5618,spf-archive/0281,SPF,2/23/13,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5619,spf-archive/0282,SPF,12/15/12,USA,MA,Boston,Boston Barbell Christmas Classic
5620,spf-archive/0283,SPF,4/6/13,USA,,,Tri-State Powerlifting and Bench Press Championship
5621,spf-archive/0284,SPF,4/13/13,USA,,,Women's Power Weekend
5622,spf-archive/0285,SPF,2/9/13,USA,MO,,Strong Gym Classic
5623,spf-archive/0286,SPF,6/14/13,USA,,,SPF/GPC National Powerlifting and Bench Press Championship
5624,spf-archive/0290,SPF,3/30/13,USA,GA,,Ox Mover Lift
5625,spf-archive/0291,SPF,11/10/12,USA,AL,,Strong Inc Power Challenge
5626,spf-archive/0292,SPF,4/27/13,USA,TN,,Cell Block Classic
5627,spf-archive/0293,SPF,2/23/13,USA,,,Aggressive Strength Powerlifting Meet
5628,spf-archive/0295,SPF,3/23/13,USA,NC,,Spring Military Challenge
5629,spf-archive/0296,SPF,4/13/13,USA,KY,,GSB/Iron Mafia Classic
5630,spf-archive/0297,SPF,4/13/13,USA,,,Brute's Spring Powerlifting Meet
5631,spf-archive/0299,SPF,4/20/13,USA,AL,,North Alabama Powerlifting and Bench Press Championship
5632,spf-archive/0300,SPF,9/28/13,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5633,spf-archive/0301,SPF,3/24/13,USA,,,2013 March Madness Powerlifting Meet
5634,spf-archive/0302,SPF,5/19/13,USA,CA,Sacramento,California State Championship
5635,spf-archive/0303,SPF,11/2/13,USA,CA,Sacramento,Backyard Meet of the Century II
5636,spf-archive/0304,SPF,11/3/13,USA,CA,Sacramento,Super Training Women's Pro Am
5637,spf-archive/0305,SPF,5/11/13,USA,,,Steel World Full Power Meet
5638,spf-archive/0306,SPF,11/9/13,USA,,,Record Breakers
5639,spf-archive/0309,SPF,8/10/13,USA,GA,,Southeastern States
5640,spf-archive/0310,SPF,8/13/13,USA,TN,,SPF Tennessee's Mini Pro-Am PL and BP Championship
5641,spf-archive/0311,SPF,4/27/13,USA,,,Urban Strength and Fitness Invitational
5642,spf-archive/0312,SPF,4/13/13,USA,TX,,Texas State Powerlifting Championship
5643,spf-archive/0313,SPF,6/1/13,USA,NC,,Summer Military Challenge
5644,spf-archive/0314,SPF,7/6/13,USA,KS,Kansas City,Kansas City Powerlifting and Bench Press Championship
5645,spf-archive/0316,SPF,5/25/13,USA,OH,,Ohio State Powerlifting Championship
5646,spf-archive/0317,SPF,9/21/13,USA,,,Tri-State Powerlifting and Bench Press Championship 2
5647,spf-archive/0318,SPF,6/9/13,USA,MA,Boston,Summer Slam at Boston Barbell
5648,spf-archive/0319,SPF,12/7/13,USA,GA,,15th Annual Body by George Mini Meet
5649,spf-archive/0320,SPF,4/12/14,USA,,,Georgetown Classic
5650,spf-archive/0321,SPF,10/12/13,USA,KY,,The Blue Grass Irontoberfest
5651,spf-archive/0322,SPF,3/8/14,USA,,,Ironman Classic Pro/Am
5652,spf-archive/0323,SPF,10/26/13,USA,MS,,Mississippi State Powerlifting Championships
5653,spf-archive/0325,SPF,12/7/13,USA,,,North of the Border
5654,spf-archive/0328,SPF,9/21/13,USA,TX,Humble,My Fit Foods Houston Open
5655,spf-archive/0329,SPF,11/23/13,USA,TN,Memphis,South of the Border Mini Pro-Am 1
5656,spf-archive/0331,SPF,10/26/13,USA,VA,Norfolk,Brute's Halloween Howl
5657,spf-archive/0332,SPF,2/1/14,USA,TN,,Tennessee State Powerlifting Championship
5658,spf-archive/0333,SPF,1/25/14,USA,AR,,Proving Ground Classic
5659,spf-archive/0334,SPF,9/7/13,USA,NC,,Crystal Coast Strength
5660,spf-archive/0335,SPF,4/19/14,USA,SC,,South Carolina Powerlifting and Bench Press Championship
5661,spf-archive/0338,SPF,1/18/14,USA,NC,,Early Spring Military Challenge
5662,spf-archive/0339,SPF,10/26/13,USA,MT,,Montana State Championship
5663,spf-archive/0340,SPF,2/22/14,USA,,,No Regret No Surrender
5664,spf-archive/0341,SPF,3/15/14,USA,VA,Norfolk,Shamrock Powerlifting and Bench Press
5665,spf-archive/0343,SPF,3/1/14,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5666,spf-archive/0344,SPF,7/12/14,USA,AL,,Southeastern Powerlifting And Bench Press Championship
5667,spf-archive/0345,SPF,10/25/14,USA,KY,,Irontoberfest Powerlifting and Bench Press Challenge
5668,spf-archive/0346,SPF,11/15/14,USA,TN,Gatlinburg,Record Breakers
5669,spf-archive/0348,SPF,3/23/14,USA,CA,,2014 SPF March Madness
5670,spf-archive/0349,SPF,6/1/14,USA,,,CA State Powerlifting and Bench Press Championship
